6688	0
0	40315
5160	239889
8192	479558
13868	480481
5160	519429
8192	719447
11260	719965
5160	759809
8192	959571
12632	960501
5160	999358
8192	1.19929e+06
10565	1.19982e+06
5160	1.23992e+06
8192	1.43912e+06
11494	1.43944e+06
5160	1.47903e+06
8192	1.67955e+06
14991	1.68048e+06
5160	1.7189e+06
8192	1.91977e+06
11380	1.92171e+06
5160	1.95983e+06
8192	2.1594e+06
11532	2.15993e+06
5160	2.19938e+06
8192	2.39942e+06
12307	2.40035e+06
5160	2.43864e+06
8192	2.63953e+06
12645	2.64046e+06
5160	2.67915e+06
8192	2.87957e+06
14344	2.88049e+06
5160	2.9189e+06
8192	3.11941e+06
10957	3.11996e+06
5160	3.15984e+06
8192	3.35954e+06
14697	3.36046e+06
16384	3.59935e+06
24215	3.60026e+06
24576	3.83935e+06
30677	3.83988e+06
32768	4.07943e+06
35894	4.08004e+06
30677	4.11914e+06
32768	4.31956e+06
38280	4.32048e+06
40960	4.55934e+06
47906	4.56027e+06
49152	4.79926e+06
54877	4.79978e+06
47906	4.83939e+06
49152	5.03944e+06
57344	5.04035e+06
57396	5.0404e+06
47906	5.07862e+06
49152	5.28951e+06
53056	5.29005e+06
47906	5.32892e+06
49152	5.52952e+06
53157	5.53006e+06
47906	5.56848e+06
49152	5.76957e+06
56159	5.7705e+06
47906	5.80906e+06
49152	6.00954e+06
57263	6.01047e+06
47906	6.04904e+06
49152	6.24941e+06
54610	6.24995e+06
47906	6.28916e+06
49152	6.48938e+06
55744	6.49031e+06
47906	6.52989e+06
49152	6.72959e+06
56943	6.73071e+06
57344	6.96955e+06
65536	6.97122e+06
65888	6.97126e+06
56943	7.00853e+06
57344	7.20934e+06
62757	7.20988e+06
56943	7.24958e+06
57344	7.45062e+06
64447	7.45193e+06
65536	7.68956e+06
73728	7.69046e+06
73942	7.69052e+06
64447	7.72936e+06
65536	7.92954e+06
69597	7.93006e+06
64447	7.97046e+06
65536	8.16954e+06
71189	8.17008e+06
73728	8.4095e+06
81067	8.41042e+06
71189	8.44887e+06
73728	8.64954e+06
78701	8.65046e+06
71189	8.6895e+06
73728	8.88956e+06
79559	8.89047e+06
71189	8.93047e+06
73728	9.12934e+06
77582	9.12985e+06
71189	9.16852e+06
73728	9.36937e+06
76574	9.36991e+06
81920	9.61005e+06
83170	9.61009e+06
76574	9.65024e+06
81920	9.85e+06
82974	9.85005e+06
76574	9.88968e+06
81920	1.00901e+07
85862	1.00905e+07
90112	1.033e+07
94108	1.03305e+07
98304	1.057e+07
103333	1.05704e+07
94108	1.0609e+07
98304	1.08101e+07
103712	1.08105e+07
94108	1.08499e+07
98304	1.105e+07
99763	1.10501e+07
94108	1.10896e+07
98304	1.12899e+07
99127	1.12899e+07
94108	1.13299e+07
98304	1.15299e+07
101641	1.15303e+07
94108	1.15694e+07
98304	1.177e+07
104061	1.17705e+07
94108	1.18085e+07
98304	1.20111e+07
103109	1.20115e+07
94108	1.20494e+07
98304	1.22501e+07
103448	1.22505e+07
94108	1.22895e+07
98304	1.24899e+07
101011	1.24903e+07
94108	1.25304e+07
98304	1.273e+07
102340	1.27305e+07
94108	1.277e+07
98304	1.29701e+07
103144	1.29705e+07
106496	1.32095e+07
111087	1.32105e+07
103144	1.32494e+07
106496	1.34494e+07
109207	1.34499e+07
103144	1.34886e+07
106496	1.36894e+07
111133	1.36903e+07
103144	1.373e+07
106496	1.39295e+07
109429	1.39301e+07
103144	1.39686e+07
106496	1.41696e+07
110877	1.41705e+07
103144	1.42098e+07
106496	1.44094e+07
111571	1.44105e+07
114688	1.46495e+07
119824	1.46505e+07
111571	1.46887e+07
114688	1.48894e+07
118720	1.48899e+07
111571	1.49286e+07
114688	1.51296e+07
118508	1.51301e+07
111571	1.51695e+07
114688	1.53694e+07
119068	1.53703e+07
111571	1.54092e+07
114688	1.56094e+07
116880	1.561e+07
111571	1.56501e+07
114688	1.58493e+07
119644	1.58503e+07
122880	1.60894e+07
126713	1.60899e+07
119644	1.6129e+07
122880	1.63293e+07
128355	1.63303e+07
119644	1.63697e+07
122880	1.65693e+07
129268	1.65702e+07
131072	1.68094e+07
134539	1.68099e+07
139264	1.70511e+07
140623	1.70512e+07
134539	1.70892e+07
139264	1.72899e+07
144154	1.72903e+07
134539	1.73286e+07
139264	1.75298e+07
143929	1.75302e+07
134539	1.75688e+07
139264	1.77698e+07
141200	1.77698e+07
134539	1.78097e+07
139264	1.80098e+07
142302	1.80103e+07
147456	1.825e+07
148114	1.825e+07
153636	1.84897e+07
148114	1.85293e+07
155648	1.873e+07
156459	1.87304e+07
148114	1.87697e+07
155648	1.897e+07
157109	1.89705e+07
148114	1.90098e+07
153815	1.921e+07
148114	1.92493e+07
153160	1.94498e+07
148114	1.9489e+07
153419	1.96898e+07
148114	1.97289e+07
153216	1.99299e+07
155648	2.01693e+07
160632	2.01703e+07
163840	2.04094e+07
166452	2.041e+07
172032	2.06498e+07
175099	2.06503e+07
166452	2.0689e+07
171826	2.08898e+07
166452	2.093e+07
172032	2.11301e+07
175133	2.11305e+07
166452	2.11691e+07
171967	2.13699e+07
166452	2.1409e+07
172032	2.16106e+07
174691	2.1611e+07
166452	2.16494e+07
172032	2.18499e+07
173234	2.18499e+07
166452	2.18898e+07
172032	2.20908e+07
173452	2.20908e+07
180224	2.23298e+07
183168	2.23303e+07
173452	2.23688e+07
180224	2.257e+07
180920	2.25705e+07
173452	2.26086e+07
180224	2.28101e+07
180992	2.28105e+07
173452	2.28498e+07
180224	2.30499e+07
182819	2.30504e+07
173452	2.309e+07
180224	2.329e+07
183100	2.32905e+07
173452	2.33297e+07
180224	2.35302e+07
183153	2.35306e+07
173452	2.35692e+07
