2048	257	1331219828	248469	
8192	258	1331219836	820955	
9383	258	1331219836	821381	
16384	258	1331219837	61962	
17160	258	1331219837	62404	
24576	258	1331219837	300950	
24953	258	1331219837	301402	
30339	258	1331219837	540547	
32768	258	1331219837	780427	
36988	258	1331219837	781311	
40960	258	1331219838	20435	
44350	258	1331219838	20940	
49152	258	1331219838	260938	
53040	258	1331219838	261378	
57344	258	1331219838	500907	
60803	258	1331219838	501338	
65536	258	1331219838	740862	
66343	258	1331219838	740912	
73728	258	1331219838	980890	
75515	258	1331219838	981322	
80726	258	1331219839	233110	
81920	258	1331219839	470676	
88293	258	1331219839	471558	
90112	258	1331219839	710502	
94075	258	1331219839	711020	
88293	258	1331219839	751088	
90112	258	1331219839	950679	
96155	258	1331219839	951199	
98304	258	1331219840	190477	
105222	258	1331219840	191391	
106496	258	1331219840	430319	
114151	258	1331219840	430820	
114688	258	1331219840	670462	
122880	258	1331219840	671346	
123173	258	1331219840	671406	
131072	258	1331219840	910950	
131242	258	1331219840	911378	
137635	258	1331219841	150902	
139264	258	1331219841	390491	
142646	258	1331219841	391335	
147456	258	1331219841	630790	
148875	258	1331219841	630839	
155648	258	1331219841	870885	
158296	258	1331219841	871333	
163840	258	1331219842	111250	
167080	258	1331219842	111727	
172032	258	1331219842	361113	
172278	258	1331219842	361160	
180224	258	1331219842	600919	
180593	258	1331219842	601351	
172278	258	1331219842	641396	
178691	258	1331219842	840939	
180224	258	1331219843	80455	
184782	258	1331219843	80950	
178691	258	1331219843	121002	
180224	258	1331219843	320477	
188416	258	1331219843	321381	
188647	258	1331219843	321429	
195509	258	1331219843	561109	
188647	258	1331219843	600493	
195643	258	1331219843	801025	
196608	258	1331219844	40520	
202948	258	1331219844	41419	
204800	258	1331219844	280455	
210032	258	1331219844	280951	
212992	258	1331219844	520630	
215368	258	1331219844	521126	
221184	258	1331219844	761093	
221214	258	1331219844	761140	
227527	258	1331219845	940	
229376	258	1331219845	250616	
233651	258	1331219845	251164	
237568	258	1331219845	490656	
243233	258	1331219845	491526	
245760	258	1331219845	730428	
252047	258	1331219845	731393	
253952	258	1331219845	970463	
257481	258	1331219845	970954	
262144	258	1331219846	210943	
266524	258	1331219846	211376	
257481	258	1331219846	251858	
262144	258	1331219846	451142	
263568	258	1331219846	451197	
270336	258	1331219846	691119	
270844	258	1331219846	691570	
276632	258	1331219846	930934	
278528	258	1331219847	170684	
282035	258	1331219847	172227	
286720	258	1331219847	411047	
289789	258	1331219847	411516	
294912	258	1331219847	650923	
299721	258	1331219847	651372	
289789	258	1331219847	692202	
294912	258	1331219847	891122	
299465	258	1331219847	891561	
303104	258	1331219848	130685	
307204	258	1331219848	131752	
311296	258	1331219848	370483	
313430	258	1331219848	370988	
319488	258	1331219848	610863	
321524	258	1331219848	610912	
327319	258	1331219848	851112	
321524	258	1331219848	891599	
327680	258	1331219849	91137	
327958	258	1331219849	91568	
335425	258	1331219849	330971	
335872	258	1331219849	570613	
340522	258	1331219849	571171	
344064	258	1331219849	810665	
348839	258	1331219849	811544	
352256	258	1331219850	50207	
355491	258	1331219850	50492	
360448	258	1331219850	300924	
362792	258	1331219850	301355	
355491	258	1331219850	340499	
360448	258	1331219850	541106	
364777	258	1331219850	541542	
368640	258	1331219850	780264	
373642	258	1331219850	780790	
376832	258	1331219851	20483	
382086	258	1331219851	21514	
385024	258	1331219851	270760	
390526	258	1331219851	271649	
393216	258	1331219851	510542	
398557	258	1331219851	511444	
401408	258	1331219851	750585	
406654	258	1331219851	751458	
409600	258	1331219851	990460	
416135	258	1331219851	991337	
417792	258	1331219852	230464	
421844	258	1331219852	230968	
425984	258	1331219852	470864	
431411	258	1331219852	471294	
434176	258	1331219852	710500	
440908	258	1331219852	711387	
442368	258	1331219852	950424	
450494	258	1331219852	951300	
450560	258	1331219853	190631	
455800	258	1331219853	191127	
458752	258	1331219853	430244	
462019	258	1331219853	430553	
466944	258	1331219853	671242	
468547	258	1331219853	671291	
474279	258	1331219853	910968	
475136	258	1331219854	150660	
483328	258	1331219854	151546	
483782	258	1331219854	151594	
491520	258	1331219854	390876	
492052	258	1331219854	391302	
499712	258	1331219854	631147	
501760	258	1331219854	631594	
507904	258	1331219854	871141	
508100	258	1331219854	871188	
515896	258	1331219855	110946	
516096	258	1331219855	350424	
523514	258	1331219855	351315	
524288	258	1331219855	590696	
531360	258	1331219855	591582	
532480	258	1331219855	830433	
539281	258	1331219855	831306	
540672	258	1331219856	70419	
546660	258	1331219856	70928	
548864	258	1331219856	310650	
554424	258	1331219856	311734	
557056	258	1331219856	550506	
564265	258	1331219856	551402	
554424	258	1331219856	590309	
557056	258	1331219856	790454	
559617	258	1331219856	790956	
554424	258	1331219856	831850	
557056	258	1331219857	30383	
561458	258	1331219857	31275	
565248	258	1331219857	270661	
566582	258	1331219857	271811	
573440	258	1331219857	510870	
573569	258	1331219857	511307	
581632	258	1331219857	751130	
582312	258	1331219857	751555	
589539	258	1331219857	990951	
589824	258	1331219858	230554	
598016	258	1331219858	231471	
599398	258	1331219858	231519	
605830	258	1331219858	471135	
606208	258	1331219858	710647	
612267	258	1331219858	711145	
614400	258	1331219858	950673	
620542	258	1331219858	951560	
622592	258	1331219859	190480	
627016	258	1331219859	191505	
630784	258	1331219859	430443	
635874	258	1331219859	431342	
638976	258	1331219859	671464	
641903	258	1331219859	671984	
647168	258	1331219859	911283	
650138	258	1331219859	911786	
655360	258	1331219860	151135	
655956	258	1331219860	151198	
662099	258	1331219860	390910	
5928	259	1331219863	630859	
8192	259	1331219863	870457	
14704	259	1331219863	871354	
16384	259	1331219864	110529	
24147	259	1331219864	111426	
24576	259	1331219864	350665	
32768	259	1331219864	351547	
33760	259	1331219864	351598	
40960	259	1331219864	590992	
42366	259	1331219864	591420	
33760	259	1331219864	632010	
40960	259	1331219864	830945	
41664	259	1331219864	831520	
46792	259	1331219865	70989	
49152	259	1331219865	310477	
54161	259	1331219865	311366	
57344	259	1331219865	550678	
64078	259	1331219865	551559	
65536	259	1331219865	790668	
72402	259	1331219865	791558	
73728	259	1331219866	30480	
81872	259	1331219866	31387	
81920	259	1331219866	270668	
90112	259	1331219866	271548	
90362	259	1331219866	271597	
98304	259	1331219866	511150	
100134	259	1331219866	511588	
