8056	0
0	39026
8192	239737
9306	240178
15628	481682
9306	519026
16384	719794
18883	720228
9306	759219
15590	960020
9306	998362
16384	1.2e+06
17123	1.20043e+06
23151	1.43984e+06
24576	1.67948e+06
32123	1.68039e+06
32768	1.91928e+06
40960	1.92018e+06
41239	1.92026e+06
47813	2.15993e+06
41239	2.19975e+06
49152	2.39992e+06
50135	2.40037e+06
41239	2.43904e+06
48006	2.63997e+06
49152	2.87948e+06
54974	2.88e+06
48006	2.91866e+06
49152	3.11922e+06
56269	3.12013e+06
48006	3.15956e+06
49152	3.35931e+06
53200	3.35985e+06
48006	3.39925e+06
49152	3.59927e+06
57194	3.6002e+06
48006	3.63962e+06
49152	3.83931e+06
56149	3.84044e+06
48006	3.87876e+06
49152	4.07952e+06
54377	4.08008e+06
48006	4.12014e+06
49152	4.31933e+06
56505	4.32024e+06
48006	4.35878e+06
49152	4.55934e+06
56119	4.56026e+06
48006	4.59986e+06
49152	4.79938e+06
54113	4.79991e+06
48006	4.8386e+06
49152	5.03939e+06
53331	5.03994e+06
48006	5.07953e+06
49152	5.2793e+06
57344	5.28025e+06
57919	5.2803e+06
48006	5.31834e+06
49152	5.51931e+06
54182	5.52119e+06
48006	5.55911e+06
49152	5.75936e+06
54885	5.7599e+06
48006	5.79889e+06
49152	5.99935e+06
54461	5.99987e+06
48006	6.03939e+06
49152	6.23944e+06
55285	6.24e+06
48006	6.27917e+06
49152	6.47923e+06
57344	6.48019e+06
57993	6.48024e+06
48006	6.5201e+06
49152	6.71926e+06
56095	6.7202e+06
48006	6.75939e+06
49152	6.95925e+06
53822	6.95983e+06
48006	6.99933e+06
49152	7.19928e+06
54511	7.19982e+06
48006	7.23913e+06
49152	7.43928e+06
55892	7.44021e+06
57344	7.67948e+06
62096	7.68001e+06
65536	7.91934e+06
71210	7.92026e+06
62096	7.95869e+06
65536	8.15953e+06
71358	8.16046e+06
73728	8.39949e+06
77197	8.40022e+06
71358	8.44025e+06
73728	8.63948e+06
77219	8.64e+06
71358	8.68025e+06
73728	8.87949e+06
80215	8.8804e+06
71358	8.92002e+06
73728	9.11931e+06
78173	9.12025e+06
71358	9.15833e+06
73728	9.35932e+06
77514	9.35986e+06
71358	9.39952e+06
73728	9.59926e+06
80494	9.60021e+06
71358	9.63894e+06
73728	9.8393e+06
77180	9.83983e+06
71358	9.87971e+06
73728	1.00795e+07
81249	1.00804e+07
81920	1.03195e+07
86913	1.032e+07
81249	1.03587e+07
81920	1.05596e+07
86660	1.05601e+07
81249	1.05997e+07
81920	1.07993e+07
88865	1.08002e+07
90112	1.10393e+07
98054	1.10402e+07
88865	1.10794e+07
90112	1.12793e+07
96783	1.12803e+07
88865	1.13194e+07
90112	1.15195e+07
97680	1.15204e+07
88865	1.15588e+07
90112	1.17595e+07
95314	1.176e+07
88865	1.17997e+07
90112	1.19993e+07
94477	1.19998e+07
88865	1.20395e+07
90112	1.22393e+07
97313	1.22403e+07
88865	1.22801e+07
90112	1.24793e+07
98304	1.24803e+07
98670	1.24803e+07
88865	1.25185e+07
90112	1.27295e+07
98304	1.27306e+07
98817	1.27306e+07
88865	1.27686e+07
90112	1.29693e+07
97556	1.29703e+07
98304	1.32093e+07
104223	1.32099e+07
97556	1.32486e+07
98304	1.34495e+07
103981	1.34501e+07
106496	1.36895e+07
109577	1.369e+07
103981	1.37294e+07
106496	1.39293e+07
113632	1.39303e+07
103981	1.39682e+07
106496	1.41693e+07
109629	1.41699e+07
103981	1.42089e+07
106496	1.44093e+07
109425	1.44099e+07
103981	1.44493e+07
106496	1.46493e+07
113664	1.46503e+07
103981	1.46885e+07
106496	1.48893e+07
109099	1.48899e+07
103981	1.49283e+07
106496	1.51293e+07
110360	1.51299e+07
103981	1.51695e+07
106496	1.53694e+07
109967	1.53699e+07
103981	1.54099e+07
106496	1.56093e+07
110993	1.56113e+07
103981	1.56487e+07
106496	1.58495e+07
109098	1.585e+07
103981	1.58899e+07
106496	1.60893e+07
111108	1.60902e+07
103981	1.61293e+07
106496	1.63293e+07
109450	1.63298e+07
103981	1.63687e+07
106496	1.65795e+07
111876	1.65804e+07
103981	1.66188e+07
106496	1.6821e+07
113522	1.68219e+07
103981	1.68597e+07
106496	1.70593e+07
113674	1.70602e+07
103981	1.70996e+07
106496	1.72993e+07
112384	1.73002e+07
114688	1.75394e+07
121018	1.75403e+07
112384	1.75785e+07
114688	1.77793e+07
121637	1.77803e+07
112384	1.78187e+07
114688	1.80193e+07
119557	1.80202e+07
112384	1.80591e+07
114688	1.82595e+07
119931	1.82604e+07
112384	1.82994e+07
114688	1.84993e+07
118067	1.84998e+07
112384	1.85394e+07
114688	1.87394e+07
118194	1.87399e+07
112384	1.87786e+07
114688	1.89793e+07
120335	1.89803e+07
112384	1.9019e+07
114688	1.92193e+07
122275	1.92202e+07
112384	1.92674e+07
114688	1.94595e+07
119834	1.94604e+07
112384	1.94996e+07
114688	1.96995e+07
121863	1.97004e+07
122880	1.99393e+07
129498	1.99402e+07
121863	1.99794e+07
122880	2.01795e+07
129872	2.01805e+07
121863	2.02185e+07
122880	2.04192e+07
130029	2.04202e+07
121863	2.04593e+07
122880	2.06595e+07
128307	2.06601e+07
131072	2.08993e+07
138175	2.09002e+07
139264	2.11395e+07
147456	2.11409e+07
147675	2.11409e+07
138175	2.11785e+07
139264	2.13794e+07
143781	2.13799e+07
138175	2.14191e+07
139264	2.16195e+07
147312	2.16205e+07
147456	2.18595e+07
155648	2.18604e+07
157114	2.18605e+07
147312	2.18993e+07
147456	2.20994e+07
153299	2.20999e+07
147312	2.21393e+07
147456	2.23395e+07
154365	2.23404e+07
155648	2.25793e+07
163266	2.25802e+07
154365	2.26186e+07
155648	2.28193e+07
162014	2.28202e+07
154365	2.28588e+07
155648	2.30595e+07
163389	2.30604e+07
154365	2.30994e+07
155648	2.32995e+07
160870	2.33e+07
154365	2.33388e+07
155648	2.35395e+07
161746	2.354e+07
154365	2.35793e+07
